,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
577,2022-08-01,1659286800,33.5,23.2,27.6,38.3,23.2,29.7,22.7,76.7,0.3,100.0,4.17,['rain'],0.0,0.0,26.3,16.2,152.6,1004.4,30.1,19.7,317.3,27.4,10.0,30.0,05:25:26,1659306326,18:33:02,1659353582.0,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']"
578,2022-08-02,1659373200,34.0,22.7,27.6,40.5,22.7,29.9,22.9,77.5,0.013,100.0,4.17,['rain'],0.0,0.0,39.6,9.7,187.2,1006.0,42.3,20.0,229.6,19.7,9.0,30.0,05:25:50,1659392750,18:32:30,1659439950.0,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
579,2022-08-03,1659459600,34.4,23.2,28.2,40.6,23.2,30.9,23.3,76.4,1.997,100.0,4.17,['rain'],0.0,0.0,39.6,12.6,216.5,1005.6,60.8,20.2,308.5,26.6,10.0,60.0,05:26:13,1659479173,18:31:58,1659526318.0,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
580,2022-08-04,1659546000,33.7,24.0,28.2,41.3,24.0,30.7,23.5,77.9,1.7,100.0,8.33,['rain'],0.0,0.0,25.2,10.1,190.9,1003.7,93.5,19.0,273.2,23.6,9.0,60.0,05:26:37,1659565597,18:31:24,1659612684.0,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
581,2022-08-05,1659632400,29.4,23.6,25.5,35.5,23.6,26.2,23.3,88.0,4.995,100.0,8.33,['rain'],0.0,0.0,25.2,14.4,163.8,1003.1,94.0,18.5,95.7,8.3,5.0,30.0,05:27:00,1659652020,18:30:49,1659699049.0,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
582,2022-08-06,1659718800,29.6,22.8,25.3,34.3,22.8,26.3,22.8,86.4,0.699,100.0,8.33,['rain'],0.0,0.0,25.2,13.0,126.3,1004.3,91.9,19.0,128.5,11.2,7.0,30.0,05:27:22,1659738442,18:30:13,1659785413.0,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
583,2022-08-07,1659805200,31.0,22.5,25.8,39.0,22.5,27.3,23.6,88.1,3.008,100.0,12.5,['rain'],0.0,0.0,25.2,13.7,132.4,1005.5,79.8,16.8,233.0,20.0,8.0,30.0,05:27:45,1659824865,18:29:37,1659871777.0,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
584,2022-08-08,1659891600,32.9,22.8,26.5,39.8,22.8,28.4,23.2,83.3,5.993,100.0,4.17,['rain'],0.0,0.0,50.4,9.7,46.7,1005.0,51.5,18.3,236.0,20.4,9.0,60.0,05:28:07,1659911287,18:28:59,1659958139.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
585,2022-08-09,1659978000,32.7,23.0,27.1,38.9,23.0,29.3,22.9,79.1,0.001,100.0,4.17,['rain'],0.0,0.0,50.4,5.8,24.0,1003.1,48.8,18.1,246.4,21.4,10.0,60.0,05:28:30,1659997710,18:28:21,1660044501.0,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']"
586,2022-08-10,1660064400,28.1,23.0,24.7,32.1,23.0,25.1,22.7,89.0,19.98,100.0,12.5,['rain'],0.0,0.0,45.0,18.4,355.4,1000.8,87.1,16.8,59.8,5.2,4.0,10.0,05:28:51,1660084131,18:27:41,1660130861.0,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
587,2022-08-11,1660150800,27.7,22.6,24.1,31.4,22.6,24.3,23.1,94.7,59.958,100.0,16.67,['rain'],0.0,0.0,47.9,20.5,58.8,1001.4,97.0,15.0,23.0,1.9,1.0,10.0,05:29:13,1660170553,18:27:01,1660217221.0,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
588,2022-08-12,1660237200,29.2,21.8,24.2,34.0,21.8,24.6,22.8,92.3,0.998,100.0,16.67,['rain'],0.0,0.0,31.7,13.3,133.8,1006.5,91.8,15.3,77.0,6.4,4.0,10.0,05:29:35,1660256975,18:26:19,1660303579.0,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
589,2022-08-13,1660323600,30.9,22.1,25.5,38.0,22.1,27.0,23.3,88.1,3.0,100.0,29.17,['rain'],0.0,0.0,28.8,11.5,171.0,1006.3,79.5,19.3,231.5,19.9,8.0,60.0,05:29:56,1660343396,18:25:37,1660389937.0,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
590,2022-08-14,1660410000,33.1,22.5,26.8,40.3,22.5,29.3,23.6,83.4,2.8,100.0,20.83,['rain'],0.0,0.0,21.6,11.9,187.1,1005.5,45.5,20.0,297.7,25.6,10.0,60.0,05:30:17,1660429817,18:24:54,1660476294.0,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
591,2022-08-15,1660496400,33.2,23.1,27.6,40.6,23.1,30.4,23.7,80.8,0.6,100.0,16.67,['rain'],0.0,0.0,18.0,11.2,162.6,1004.6,46.7,20.1,263.4,22.6,8.0,60.0,05:30:38,1660516238,18:24:10,1660562650.0,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']"
592,2022-08-16,1660582800,33.4,23.5,27.9,38.0,23.5,30.5,23.7,79.5,0.8,100.0,25.0,['rain'],0.0,0.0,18.0,9.4,152.2,1004.5,41.6,19.8,272.2,23.5,9.0,60.0,05:30:58,1660602658,18:23:26,1660649006.0,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
593,2022-08-17,1660669200,33.1,23.7,27.7,40.2,23.7,30.4,23.9,81.1,0.01,100.0,8.33,['rain'],0.0,0.0,21.6,8.3,188.3,1004.3,68.7,19.5,260.1,22.2,10.0,60.0,05:31:18,1660689078,18:22:40,1660735360.0,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
594,2022-08-18,1660755600,32.9,22.9,27.5,39.8,22.9,29.8,23.4,79.4,5.2,100.0,29.17,['rain'],0.0,0.0,21.6,7.2,195.5,1003.5,45.7,18.8,296.2,25.5,10.0,60.0,05:31:38,1660775498,18:21:54,1660821714.0,0.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
595,2022-08-19,1660842000,34.4,23.8,27.9,43.5,23.8,31.1,24.2,81.7,9.9,100.0,41.67,['rain'],0.0,0.0,18.0,7.2,102.8,1002.8,72.9,17.8,288.4,24.8,10.0,60.0,05:31:58,1660861918,18:21:07,1660908067.0,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
596,2022-08-20,1660928400,32.7,24.0,27.0,41.4,24.0,29.4,24.3,86.1,13.036,100.0,12.5,['rain'],0.0,0.0,43.2,11.2,60.0,1002.2,47.9,15.8,305.2,26.2,9.0,60.0,05:32:18,1660948338,18:20:20,1660994420.0,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
597,2022-08-21,1661014800,29.1,22.7,25.1,35.2,22.7,25.8,23.6,91.6,29.974,100.0,16.67,['rain'],0.0,0.0,28.8,16.6,98.6,1003.4,70.7,13.9,129.5,11.1,6.0,30.0,05:32:37,1661034757,18:19:31,1661080771.0,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
598,2022-08-22,1661101200,30.9,22.7,26.4,38.4,22.7,28.5,23.9,86.9,0.7,100.0,8.33,['rain'],0.0,0.0,23.8,14.8,148.5,1005.2,70.7,20.2,290.6,25.1,10.0,60.0,05:32:56,1661121176,18:18:42,1661167122.0,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
599,2022-08-23,1661187600,32.9,23.3,27.5,40.9,23.3,30.5,24.3,83.4,0.3,100.0,4.17,['rain'],0.0,0.0,18.0,8.6,181.8,1005.6,46.7,20.1,281.8,24.3,9.0,75.0,05:33:15,1661207595,18:17:52,1661253472.0,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
600,2022-08-24,1661274000,34.9,23.7,28.2,45.0,23.7,32.1,24.3,80.4,4.2,100.0,37.5,['rain'],0.0,0.0,14.4,7.2,319.4,1003.9,51.2,19.7,274.1,23.7,9.0,60.0,05:33:33,1661294013,18:17:02,1661339822.0,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
601,2022-08-25,1661360400,32.1,23.1,27.2,40.7,23.1,29.7,24.3,84.6,31.961,100.0,12.5,['rain'],0.0,0.0,52.2,27.7,354.8,998.8,93.2,16.7,252.2,21.7,9.0,60.0,05:33:52,1661380432,18:16:11,1661426171.0,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
602,2022-08-26,1661446800,27.2,22.2,24.2,31.0,22.2,24.5,23.2,94.3,73.953,100.0,29.17,['rain'],0.0,0.0,53.6,22.0,135.9,1004.2,94.6,13.6,93.2,8.1,6.0,30.0,05:34:10,1661466850,18:15:20,1661512520.0,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
603,2022-08-27,1661533200,30.6,22.4,26.2,36.9,22.4,28.2,23.6,86.6,2.995,100.0,8.33,['rain'],0.0,0.0,22.0,14.0,160.8,1007.7,84.1,19.2,253.3,21.9,9.0,60.0,05:34:28,1661553268,18:14:27,1661598867.0,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
604,2022-08-28,1661619600,32.9,22.8,27.0,42.2,22.8,29.8,23.7,83.3,0.1,100.0,4.17,['rain'],0.0,0.0,22.0,17.3,195.7,1007.4,53.9,20.2,278.3,24.1,9.0,75.0,05:34:46,1661639686,18:13:35,1661685215.0,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
605,2022-08-29,1661706000,32.7,22.7,27.2,39.9,22.7,29.5,23.2,80.1,0.0,0.0,0.0,,0.0,0.0,21.6,15.1,194.3,1008.9,45.3,20.2,308.7,26.7,10.0,60.0,05:35:03,1661726103,18:12:41,1661771561.0,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']"
606,2022-08-30,1661792400,32.9,22.6,27.2,39.3,22.6,29.3,22.7,77.9,0.0,0.0,0.0,,0.0,0.0,21.6,10.8,216.1,1008.6,25.3,20.2,306.0,26.4,10.0,60.0,05:35:21,1661812521,18:11:48,1661857908.0,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']"
607,2022-08-31,1661878800,33.1,23.1,27.2,40.9,23.1,29.4,23.5,81.3,1.1,100.0,12.5,['rain'],0.0,0.0,14.4,11.5,154.0,1006.9,67.9,19.5,230.6,19.9,9.0,60.0,05:35:38,1661898938,18:10:54,1661944254.0,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
608,2022-09-01,1661965200,29.2,23.1,25.7,33.2,23.1,26.9,23.3,86.9,2.054,100.0,12.5,['rain'],0.0,0.0,25.2,14.8,25.9,1009.1,72.5,17.3,233.9,20.0,8.0,30.0,05:35:55,1661985355,18:09:59,1662030599.0,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
609,2022-09-02,1662051600,33.1,22.4,26.8,39.1,22.4,28.6,22.9,80.5,1.5,100.0,29.17,['rain'],0.0,0.0,18.0,9.7,21.6,1008.1,72.9,20.6,243.2,21.0,9.0,30.0,05:36:12,1662071772,18:09:04,1662116944.0,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
610,2022-09-03,1662138000,33.1,23.1,27.3,38.9,23.1,29.6,23.2,79.3,3.5,100.0,37.5,['rain'],0.0,0.0,14.4,5.8,68.0,1005.6,76.2,18.3,278.7,24.1,10.0,30.0,05:36:29,1662158189,18:08:08,1662203288.0,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
611,2022-09-04,1662224400,29.9,23.2,26.5,32.5,23.2,27.4,21.2,73.8,0.1,100.0,4.17,['rain'],0.0,0.0,26.3,17.6,15.2,1007.0,89.8,20.0,246.2,21.2,9.0,10.0,05:36:45,1662244605,18:07:12,1662289632.0,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48830099999', 'remote', '59417099999']"
612,2022-09-05,1662310800,32.7,22.4,26.5,35.7,22.4,27.2,19.3,66.2,0.0,0.0,0.0,,0.0,0.0,29.5,18.4,9.7,1007.6,50.7,20.2,300.9,25.9,10.0,10.0,05:37:02,1662331022,18:06:16,1662375976.0,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']"
613,2022-09-06,1662397200,33.9,21.2,26.8,36.1,21.2,27.3,18.6,63.4,0.0,0.0,0.0,,0.0,0.0,21.6,13.3,27.3,1008.5,61.2,20.2,300.2,25.9,10.0,10.0,05:37:18,1662417438,18:05:20,1662462320.0,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']"
614,2022-09-07,1662483600,33.1,22.7,26.4,37.7,22.7,27.2,20.7,72.4,22.962,100.0,4.17,['rain'],0.0,0.0,21.6,10.4,33.6,1011.2,85.6,20.1,168.5,14.3,9.0,10.0,05:37:34,1662503854,18:04:23,1662548663.0,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
615,2022-09-08,1662570000,27.4,22.6,24.0,31.3,22.6,24.1,23.0,94.6,26.974,100.0,12.5,['rain'],0.0,0.0,32.4,7.2,20.3,1013.1,98.7,16.9,24.1,2.0,1.0,30.0,05:37:50,1662590270,18:03:26,1662635006.0,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
616,2022-09-09,1662656400,30.9,22.0,24.1,36.5,22.0,24.4,22.6,91.9,3.994,100.0,4.17,['rain'],0.0,0.0,36.0,7.2,2.9,1013.4,93.6,19.2,83.8,7.3,4.0,10.0,05:38:06,1662676686,18:02:28,1662721348.0,0.46,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
617,2022-09-10,1662742800,30.4,21.4,23.8,34.5,21.4,24.3,22.1,90.2,1.0,100.0,4.17,['rain'],0.0,0.0,36.0,10.8,35.2,1011.9,89.3,16.4,22.8,2.0,1.0,10.0,05:38:22,1662763102,18:01:30,1662807690.0,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
618,2022-09-11,1662829200,29.4,21.6,25.0,32.1,21.6,25.8,22.4,86.1,19.069,100.0,16.67,['rain'],0.0,0.0,18.0,8.3,297.4,1010.1,83.2,18.0,265.3,22.9,9.0,30.0,05:38:38,1662849518,18:00:33,1662894033.0,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
619,2022-09-12,1662915600,30.1,21.4,25.2,35.0,21.4,26.2,22.0,83.4,19.967,100.0,4.17,['rain'],0.0,0.0,18.0,9.4,242.4,1009.3,82.2,18.6,230.8,19.9,9.0,10.0,05:38:54,1662935934,17:59:34,1662980374.0,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
620,2022-09-13,1663002000,31.7,22.1,26.0,36.4,22.1,27.4,22.3,81.1,0.001,100.0,4.17,['rain'],0.0,0.0,25.2,10.8,261.7,1009.1,73.4,18.0,258.1,22.3,9.0,30.0,05:39:10,1663022350,17:58:36,1663066716.0,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
621,2022-09-14,1663088400,32.7,22.7,26.6,37.2,22.7,28.1,22.6,80.0,1.4,100.0,20.83,['rain'],0.0,0.0,25.2,8.3,232.6,1008.6,45.2,19.2,282.1,24.2,9.0,60.0,05:39:26,1663108766,17:57:38,1663153058.0,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
622,2022-09-15,1663174800,32.7,22.4,26.7,38.1,22.4,28.2,22.5,79.2,0.1,100.0,4.17,['rain'],0.0,0.0,14.4,9.0,206.4,1006.1,69.8,20.2,270.5,23.4,9.0,60.0,05:39:42,1663195182,17:56:39,1663239399.0,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
623,2022-09-16,1663261200,30.1,22.6,25.4,34.9,22.6,26.4,23.0,87.0,29.552,100.0,4.17,['rain'],0.0,0.0,18.0,12.2,150.4,1004.6,86.6,16.7,211.2,18.3,9.0,60.0,05:39:58,1663281598,17:55:41,1663325741.0,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
624,2022-09-17,1663347600,32.1,22.7,26.1,37.2,22.7,27.7,22.8,83.4,2.6,100.0,29.17,['rain'],0.0,0.0,18.0,12.6,176.9,1006.0,34.3,18.5,282.2,24.4,9.0,30.0,05:40:14,1663368014,17:54:42,1663412082.0,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
625,2022-09-18,1663434000,32.7,22.0,26.6,38.2,22.0,28.0,21.9,77.1,0.0,0.0,0.0,,0.0,0.0,18.0,8.3,211.8,1006.7,42.7,19.6,290.4,25.1,10.0,30.0,05:40:30,1663454430,17:53:43,1663498423.0,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']"
626,2022-09-19,1663520400,34.7,22.6,27.3,38.7,22.6,28.8,22.0,75.3,0.4,100.0,8.33,['rain'],0.0,0.0,14.4,7.6,223.5,1006.3,47.3,20.2,290.2,25.1,10.0,30.0,05:40:46,1663540846,17:52:44,1663584764.0,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
627,2022-09-20,1663606800,31.7,23.0,25.9,36.9,23.0,27.1,22.7,83.5,0.315,100.0,8.33,['rain'],0.0,0.0,32.4,10.4,112.9,1007.1,43.5,18.0,200.1,17.2,9.0,30.0,05:41:02,1663627262,17:51:46,1663671106.0,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
628,2022-09-21,1663693200,31.2,22.1,25.2,36.0,22.1,26.2,22.5,85.4,22.976,100.0,4.17,['rain'],0.0,0.0,43.2,8.3,68.9,1008.7,87.5,16.1,268.5,23.2,9.0,30.0,05:41:18,1663713678,17:50:47,1663757447.0,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
629,2022-09-22,1663779600,31.2,21.9,25.1,34.9,21.9,26.1,22.1,84.3,9.0,100.0,37.5,['rain'],0.0,0.0,43.2,9.4,54.5,1009.7,53.7,14.3,264.5,22.8,9.0,30.0,05:41:34,1663800094,17:49:48,1663843788.0,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48830099999', 'remote', '59417099999']"
630,2022-09-23,1663866000,31.0,20.5,24.5,35.7,20.5,25.2,21.4,83.6,4.194,100.0,8.33,['rain'],0.0,0.0,18.0,10.8,37.9,1010.4,58.4,20.2,187.3,16.2,9.0,10.0,05:41:50,1663886510,17:48:50,1663930130.0,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
631,2022-09-24,1663952400,28.4,20.9,24.0,30.4,20.9,24.3,21.3,85.8,0.501,100.0,12.5,['rain'],0.0,0.0,21.2,14.0,24.5,1010.7,68.6,19.2,247.5,21.4,8.0,10.0,05:42:07,1663972927,17:47:51,1664016471.0,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
632,2022-09-25,1664038800,29.7,20.9,24.4,33.4,20.9,25.0,21.6,85.4,17.172,100.0,4.17,['rain'],0.0,0.0,14.4,9.4,42.1,1010.9,33.9,16.2,274.0,23.6,9.0,10.0,05:42:23,1664059343,17:46:53,1664102813.0,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
633,2022-09-26,1664125200,32.1,21.0,25.5,36.4,21.0,26.6,21.6,80.1,0.4,100.0,8.33,['rain'],0.0,0.0,21.6,9.0,10.2,1009.5,58.8,18.4,205.1,17.5,9.0,30.0,05:42:40,1664145760,17:45:55,1664189155.0,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']"
634,2022-09-27,1664211600,33.2,21.5,26.3,38.9,21.5,27.6,21.3,75.8,0.1,100.0,4.17,['rain'],0.0,0.0,21.6,13.7,17.4,1007.8,58.5,18.7,263.9,22.9,9.0,10.0,05:42:57,1664232177,17:44:57,1664275497.0,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48830099999', 'remote', '59417099999']"
635,2022-09-28,1664298000,28.2,21.7,23.8,31.3,21.7,24.0,21.8,89.0,1.0,100.0,4.17,['rain'],0.0,0.0,41.8,15.8,21.6,1007.0,98.0,16.5,44.9,3.9,3.0,10.0,05:43:14,1664318594,17:43:59,1664361839.0,0.08,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
636,2022-09-29,1664384400,27.7,21.6,23.1,32.9,21.6,23.3,22.5,96.8,6.0,100.0,12.5,['rain'],0.0,0.0,40.0,12.2,12.7,1007.9,99.1,12.1,23.9,2.2,2.0,10.0,05:43:31,1664405011,17:43:01,1664448181.0,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
637,2022-09-30,1664470800,25.7,21.6,23.1,25.7,21.6,23.1,22.7,97.7,9.6,100.0,16.67,['rain'],0.0,0.0,21.6,7.6,31.9,1009.7,99.9,13.3,22.8,1.9,1.0,10.0,05:43:49,1664491429,17:42:04,1664534524.0,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['remote', '59417099999']"
638,2022-10-01,1664557200,27.7,21.7,23.7,31.9,21.7,24.1,22.3,91.9,35.0,100.0,16.67,['rain'],0.0,0.0,21.6,13.0,92.1,1010.5,95.7,20.2,164.6,14.3,6.0,10.0,05:44:06,1664577846,17:41:07,1664620867.0,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['remote', '59417099999']"
639,2022-10-02,1664643600,28.2,21.7,23.8,33.3,21.7,24.2,22.6,93.5,2.7,100.0,8.33,['rain'],0.0,0.0,21.6,10.4,139.0,1011.6,76.9,16.6,125.0,10.9,7.0,30.0,05:44:24,1664664264,17:40:10,1664707210.0,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['remote', '59417099999']"
640,2022-10-03,1664730000,31.9,21.3,25.2,38.1,21.3,26.3,22.4,85.9,0.7,100.0,20.83,['rain'],0.0,0.0,21.6,10.4,103.7,1012.8,25.4,20.4,206.5,17.8,8.0,30.0,05:44:43,1664750683,17:39:14,1664793554.0,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['remote', '59417099999']"
641,2022-10-04,1664816400,29.0,21.5,24.5,32.6,21.5,24.9,21.8,86.0,21.166,100.0,4.17,['rain'],0.0,0.0,28.8,10.8,68.3,1013.5,36.7,19.1,219.3,19.0,8.0,30.0,05:45:01,1664837101,17:38:18,1664879898.0,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
642,2022-10-05,1664902800,31.7,21.5,25.5,35.4,21.5,26.5,21.2,79.0,0.0,0.0,0.0,,0.0,0.0,28.8,11.5,115.4,1012.9,11.3,18.9,268.5,23.2,9.0,30.0,05:45:20,1664923520,17:37:22,1664966242.0,0.33,Clear,Clear conditions throughout the day.,clear-day,"['48830099999', 'remote', '59417099999']"
643,2022-10-06,1664989200,31.2,20.9,25.0,34.9,20.9,25.9,21.1,80.2,0.0,0.0,0.0,,0.0,0.0,15.8,10.8,149.2,1013.3,33.8,20.2,211.2,18.3,9.0,10.0,05:45:39,1665009939,17:36:27,1665052587.0,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48830099999', 'remote', '59417099999']"
644,2022-10-07,1665075600,28.8,21.1,24.6,31.7,21.1,25.3,21.5,83.8,3.6,100.0,33.33,['rain'],0.0,0.0,36.0,8.3,74.1,1013.8,36.7,18.2,264.0,22.9,9.0,10.0,05:45:59,1665096359,17:35:32,1665138932.0,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48830099999', 'remote', '59417099999']"
645,2022-10-08,1665162000,28.1,18.2,23.0,30.3,18.2,23.2,20.1,84.1,6.989,100.0,4.17,['rain'],0.0,0.0,36.0,10.8,26.1,1014.7,52.2,18.9,231.9,20.1,8.0,10.0,05:46:18,1665182778,17:34:38,1665225278.0,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48830099999', 'remote', '59417099999']"
646,2022-10-09,1665248400,23.4,17.1,20.1,23.4,17.1,20.1,18.1,88.3,5.001,100.0,16.67,['rain'],0.0,0.0,51.1,26.6,17.4,1018.1,88.8,18.9,58.4,5.0,2.0,10.0,05:46:38,1665269198,17:33:44,1665311624.0,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48830099999', 'remote', '59417099999']"
